id,year,quarter,month,period,date,pr_number,description,department,contact_person,assign_to,budget,budget_q1,budget_q2,budget_q3,budget_q4,source_method,status,supplier_details,supplier_rating,local_content_percentage,pr_approval_scope_input,approving_authority,planned,target_date,actual_project_start,sla,note,review_approval_scope_eval,floating,tender_submit_by_vendor,evaluation,award_approval,contract_and_po,pr_approval_scope_input_pd,review_approval_scope_eval_pd,floating_pd,tender_submit_by_vendor_pd,evaluation_pd,award_approval_pd,contract_and_po_pd,total_days_pd,review_approval_scope_eval_ad,floating_ad,tender_submit_by_vendor_ad,evaluation_ad,award_approval_ad,contract_and_po_ad,total_days_ad,review_approval_scope_eval_pd_sla,floating_pd_sla,tender_submit_by_vendor_pd_sla,evaluation_pd_sla,award_approval_pd_sla,contract_and_po_pd_sla,review_approval_scope_eval_ad_sla,floating_ad_sla,tender_submit_by_vendor_ad_sla,evaluation_ad_sla,award_approval_ad_sla,contract_and_po_ad_sla,review_approval_scope_eval_diff_sla,floating_diff_sla,tender_submit_by_vendor_diff_sla,evaluation_diff_sla,award_approval_diff_sla,contract_and_po_diff_sla,project_status,risk,duration,last_status_date,status_duration,status_sla,status_co,escalate_48h,ceo_escalation,detailed_description,business_justification,expected_outcomes,impact_if_delayed,special_requirements,requester_name,requester_email,requester_department,project_manager,finance_approver,technical_reviewer,supplier_name,supplier_category,supplier_country,supplier_payment_terms,supplier_delivery_time,supplier_quality_score,supplier_past_performance,currency,exchange_rate,budget_category,cost_center,tax_amount,total_cost_with_tax,priority_level,urgency,category,subcategory,tags,created_date,submitted_date,first_approval_date,final_approval_date,rejection_count,rejection_reason,last_modified_by,last_modified_date,delivery_status,expected_delivery_date,actual_delivery_date,delivery_location,milestone_1_date,milestone_2_date,completion_percentage,compliance_status,required_documents,documents_submitted,compliance_officer,regulatory_framework,audit_trail_url,contract_type,contract_duration_months,warranty_period_months,renewal_date,legal_review_status,on_time_delivery,budget_variance_percentage,quality_rating,customer_satisfaction,issues_reported
270,2025,Q1,February,2025-Q1,2025-02-01,PR-2025-0106,Equipment Purchase,Finance,David Wilson,Team D,286807.3,61768.64,83046.13,51808.73,90183.82,Direct Purchase,Approved,Supplier-789,C+,78.5,2025-02-05,CFO,Yes,2025-04-04,2025-02-15,103,Project note for PR-2025-0106,4.0,8.0,23.0,9.0,9.0,3.0,4.0,4.0,8.0,23.0,9.0,9.0,3.0,56.0,4.0,10.0,20.0,14.0,7.0,6.0,61.0,11.0,11.0,17.0,13.0,11.0,5.0,7.0,14.0,32.0,10.0,12.0,9.0,-3.0,-4.0,-12.0,4.0,-5.0,-3.0,,Critical,176,2025-03-09,22,39,Yes,Yes,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2025,Q1,February,2025-Q1,2025-02-01,PR-2025-0114,Security Systems,Finance,David Wilson,Team C,347440.6,117010.47,120650.72,72072.2,37707.21,Framework Agreement,Cancelled,Supplier-723,B+,87.8,2025-02-04,CFO,Yes,2025-04-08,2025-02-14,109,Project note for PR-2025-0114,8.0,7.0,29.0,14.0,10.0,6.0,8.0,8.0,7.0,29.0,14.0,10.0,6.0,74.0,13.0,11.0,29.0,15.0,12.0,6.0,86.0,5.0,8.0,15.0,14.0,6.0,6.0,11.0,13.0,16.0,12.0,10.0,6.0,2.0,-2.0,13.0,3.0,2.0,0.0,,High,32,2025-04-05,11,42,No,No,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2025,Q1,February,2025-Q1,2025-02-01,PR-2025-0174,IT Infrastructure Upgrade,Legal,Jennifer Martinez,Team D,110887.23,23089.06,28262.84,26716.36,32818.97,Tender,Cancelled,Supplier-477,A+,61.5,2025-02-03,Director Procurement,Yes,2025-03-25,2025-02-10,80,Project note for PR-2025-0174,5.0,6.0,14.0,13.0,9.0,5.0,5.0,5.0,6.0,14.0,13.0,9.0,5.0,52.0,4.0,9.0,15.0,13.0,10.0,6.0,57.0,11.0,20.0,30.0,9.0,9.0,6.0,12.0,11.0,21.0,7.0,7.0,10.0,-8.0,-2.0,-6.0,6.0,3.0,-4.0,,Critical,46,2025-03-17,24,45,Yes,No,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2025,Q1,February,2025-Q1,2025-02-01,PR-2025-0232,Software License Renewal,Legal,Emily Davis,Team C,483283.88,118907.93,154102.34,93548.54,116725.07,RFQ,In Progress,Supplier-159,C+,66.4,2025-02-02,VP Finance,Yes,2025-03-21,2025-02-12,100,Project note for PR-2025-0232,8.0,6.0,24.0,7.0,7.0,4.0,8.0,8.0,6.0,24.0,7.0,7.0,4.0,56.0,10.0,10.0,23.0,8.0,7.0,4.0,62.0,5.0,10.0,18.0,17.0,5.0,5.0,12.0,16.0,25.0,7.0,8.0,3.0,-2.0,-6.0,-2.0,1.0,-1.0,1.0,,Low,96,2025-03-10,5,41,No,Yes,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2025,Q1,February,2025-Q1,2025-02-01,PR-2025-0350,Training Services,HR,John Smith,Team B,90566.55,15026.93,25911.62,19523.99,30104.01,Direct Purchase,Approved,Supplier-645,C+,80.9,2025-02-05,CFO,Yes,2025-03-18,2025-02-11,79,Project note for PR-2025-0350,5.0,14.0,15.0,11.0,6.0,7.0,5.0,5.0,14.0,15.0,11.0,6.0,7.0,58.0,6.0,16.0,21.0,10.0,7.0,10.0,70.0,6.0,15.0,27.0,12.0,10.0,3.0,12.0,15.0,23.0,13.0,10.0,3.0,-6.0,1.0,-2.0,-3.0,-3.0,7.0,,Critical,112,2025-04-10,20,44,No,No,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2025,Q1,February,2025-Q1,2025-02-01,PR-2025-0396,Consulting Services,Legal,Robert Taylor,Team B,382604.72,102992.95,82114.36,129316.68,68180.74,Spot Buy,Under Review,Supplier-689,B,50.5,2025-02-04,CEO,Yes,2025-04-29,2025-02-12,53,Project note for PR-2025-0396,4.0,8.0,10.0,12.0,7.0,3.0,4.0,4.0,8.0,10.0,12.0,7.0,3.0,44.0,5.0,10.0,8.0,14.0,7.0,5.0,49.0,6.0,20.0,24.0,7.0,9.0,6.0,8.0,19.0,20.0,13.0,6.0,7.0,-3.0,-9.0,-12.0,1.0,1.0,-2.0,,Low,111,2025-03-13,11,42,Yes,No,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2025,Q1,February,2025-Q1,2025-02-01,PR-2025-0454,Equipment Purchase,Engineering,Sarah Johnson,Team E,460076.06,117164.4,105208.75,131528.7,106174.2,Spot Buy,Under Review,Supplier-280,A+,24.6,2025-02-04,CEO,No,2025-04-24,2025-02-10,60,Project note for PR-2025-0454,7.0,5.0,21.0,5.0,5.0,5.0,7.0,7.0,5.0,21.0,5.0,5.0,5.0,48.0,8.0,11.0,29.0,4.0,8.0,8.0,68.0,12.0,13.0,23.0,7.0,10.0,6.0,10.0,13.0,29.0,7.0,12.0,10.0,-2.0,-2.0,0.0,-3.0,-4.0,-2.0,,Medium,157,2025-04-06,15,31,No,Yes,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0044,Facility Maintenance,Engineering,Lisa Anderson,Team F,268804.84,59770.63,89632.69,46353.18,73048.33,RFQ,Cancelled,Supplier-948,A+,63.8,2025-03-06,CFO,No,2025-04-17,2025-03-16,98,Project note for PR-2025-0044,5.0,7.0,20.0,13.0,10.0,2.0,5.0,5.0,7.0,20.0,13.0,10.0,2.0,57.0,6.0,13.0,30.0,12.0,15.0,1.0,77.0,12.0,9.0,31.0,13.0,12.0,3.0,12.0,17.0,24.0,18.0,5.0,9.0,-6.0,-4.0,6.0,-6.0,10.0,-8.0,,High,95,2025-03-26,28,26,Yes,Yes,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0088,Hardware Procurement,Procurement,John Smith,Team B,447131.53,143045.19,123553.76,139741.34,40791.26,Tender,Completed,Supplier-692,A+,52.4,2025-03-06,COO,No,2025-04-18,2025-03-07,100,Project note for PR-2025-0088,7.0,13.0,27.0,12.0,5.0,4.0,7.0,7.0,13.0,27.0,12.0,5.0,4.0,68.0,11.0,13.0,31.0,12.0,10.0,7.0,84.0,6.0,13.0,26.0,15.0,5.0,6.0,7.0,19.0,31.0,9.0,12.0,5.0,4.0,-6.0,0.0,3.0,-2.0,2.0,,Low,75,2025-04-22,23,41,Yes,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0094,IT Infrastructure Upgrade,Legal,David Wilson,Team B,439295.38,137336.69,116403.95,126885.37,58669.39,Spot Buy,Approved,Supplier-486,A,65.1,2025-03-03,VP Finance,Yes,2025-05-20,2025-03-09,88,Project note for PR-2025-0094,10.0,14.0,10.0,12.0,4.0,4.0,10.0,10.0,14.0,10.0,12.0,4.0,4.0,54.0,9.0,17.0,12.0,13.0,7.0,6.0,64.0,10.0,15.0,32.0,7.0,9.0,6.0,9.0,8.0,27.0,17.0,10.0,4.0,0.0,9.0,-15.0,-4.0,-3.0,2.0,,Medium,171,2025-03-30,20,30,No,Yes,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0104,Office Supplies,R&D,David Wilson,Team C,270513.9,50827.42,69045.54,54035.86,96605.1,Tender,On Hold,Supplier-740,B,95.8,2025-03-06,CFO,Yes,2025-05-22,2025-03-15,83,Project note for PR-2025-0104,4.0,15.0,28.0,10.0,10.0,7.0,4.0,4.0,15.0,28.0,10.0,10.0,7.0,74.0,8.0,13.0,28.0,10.0,14.0,10.0,83.0,10.0,17.0,20.0,15.0,12.0,8.0,10.0,15.0,25.0,12.0,11.0,9.0,-2.0,-2.0,3.0,-2.0,3.0,1.0,,None,112,2025-05-02,12,38,Yes,No,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0112,Facility Maintenance,HR,Emily Davis,Team E,320695.47,53575.81,93468.57,94725.35,78925.75,Spot Buy,On Hold,Supplier-623,B,69.0,2025-03-03,VP Finance,No,2025-04-26,2025-03-12,78,Project note for PR-2025-0112,3.0,7.0,20.0,14.0,5.0,3.0,3.0,3.0,7.0,20.0,14.0,5.0,3.0,52.0,3.0,6.0,16.0,18.0,7.0,4.0,54.0,12.0,11.0,35.0,9.0,6.0,5.0,8.0,7.0,34.0,11.0,5.0,10.0,-5.0,-1.0,-18.0,7.0,2.0,-6.0,,None,157,2025-04-22,22,45,Yes,No,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0132,Facility Maintenance,Operations,Emily Davis,Team E,371316.22,111563.98,120390.48,107892.88,31468.89,Spot Buy,In Progress,Supplier-871,B+,79.6,2025-03-03,VP Finance,Yes,2025-04-22,2025-03-09,64,Project note for PR-2025-0132,9.0,9.0,11.0,6.0,8.0,4.0,9.0,9.0,9.0,11.0,6.0,8.0,4.0,47.0,14.0,13.0,9.0,11.0,10.0,6.0,63.0,10.0,19.0,17.0,10.0,12.0,4.0,6.0,13.0,20.0,11.0,6.0,4.0,8.0,0.0,-11.0,0.0,4.0,2.0,,High,72,2025-04-05,8,42,Yes,No,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0134,Marketing Campaign,Marketing,Emily Davis,Team A,489231.06,87860.44,117261.75,168830.28,115278.59,RFQ,Cancelled,Supplier-646,B,44.1,2025-03-02,Director Procurement,Yes,2025-04-26,2025-03-10,48,Project note for PR-2025-0134,10.0,10.0,14.0,5.0,8.0,7.0,10.0,10.0,10.0,14.0,5.0,8.0,7.0,54.0,12.0,14.0,18.0,5.0,13.0,8.0,70.0,6.0,18.0,30.0,7.0,7.0,4.0,9.0,7.0,27.0,16.0,8.0,10.0,3.0,7.0,-9.0,-11.0,5.0,-2.0,,Critical,121,2025-03-25,15,21,Yes,Yes,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0216,Software License Renewal,Finance,Sarah Johnson,Team D,137246.97,42133.28,23628.54,46585.6,24899.55,RFQ,Completed,Supplier-176,A+,41.1,2025-03-06,Director Procurement,Yes,2025-05-25,2025-03-13,64,Project note for PR-2025-0216,5.0,7.0,28.0,12.0,4.0,3.0,5.0,5.0,7.0,28.0,12.0,4.0,3.0,59.0,8.0,6.0,36.0,17.0,3.0,6.0,76.0,8.0,16.0,30.0,17.0,12.0,7.0,10.0,19.0,30.0,10.0,6.0,7.0,-2.0,-13.0,6.0,7.0,-3.0,-1.0,,Critical,105,2025-05-07,7,31,Yes,Yes,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0228,Professional Services,Engineering,William Garcia,Team B,354514.5,107458.61,55684.45,122736.9,68634.55,RFQ,On Hold,Supplier-526,A+,67.9,2025-03-06,VP Operations,No,2025-06-03,2025-03-08,100,Project note for PR-2025-0228,10.0,7.0,18.0,5.0,4.0,2.0,10.0,10.0,7.0,18.0,5.0,4.0,2.0,46.0,15.0,12.0,20.0,8.0,8.0,4.0,67.0,9.0,19.0,22.0,7.0,5.0,3.0,8.0,15.0,34.0,13.0,5.0,10.0,7.0,-3.0,-14.0,-5.0,3.0,-6.0,,Medium,43,2025-04-11,29,32,Yes,No,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0240,Software License Renewal,IT,William Garcia,Team E,264138.0,58749.46,50103.8,47914.26,107370.49,RFP,In Progress,Supplier-648,C,51.6,2025-03-03,VP Operations,No,2025-04-20,2025-03-06,77,Project note for PR-2025-0240,8.0,11.0,16.0,13.0,6.0,2.0,8.0,8.0,11.0,16.0,13.0,6.0,2.0,56.0,6.0,8.0,14.0,17.0,11.0,1.0,57.0,7.0,11.0,24.0,7.0,8.0,6.0,5.0,11.0,18.0,13.0,11.0,5.0,1.0,-3.0,-4.0,4.0,0.0,-4.0,,None,99,2025-03-21,7,22,No,Yes,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0250,Consulting Services,Sales,Mary Rodriguez,Team A,108199.2,19953.41,22884.71,20224.46,45136.62,RFP,Cancelled,Supplier-978,A,36.3,2025-03-02,CEO,No,2025-05-17,2025-03-06,49,Project note for PR-2025-0250,8.0,5.0,25.0,7.0,8.0,2.0,8.0,8.0,5.0,25.0,7.0,8.0,2.0,55.0,13.0,10.0,32.0,8.0,13.0,4.0,80.0,12.0,18.0,22.0,8.0,11.0,5.0,10.0,19.0,19.0,13.0,10.0,7.0,3.0,-9.0,13.0,-5.0,3.0,-3.0,,High,138,2025-04-23,17,37,Yes,No,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0252,Facility Maintenance,IT,Jennifer Martinez,Team C,256010.19,78390.5,74858.58,81624.67,21136.43,Direct Purchase,Approved,Supplier-473,A+,28.9,2025-03-03,VP Operations,Yes,2025-04-29,2025-03-12,79,Project note for PR-2025-0252,4.0,7.0,10.0,10.0,7.0,3.0,4.0,4.0,7.0,10.0,10.0,7.0,3.0,41.0,9.0,10.0,6.0,15.0,9.0,2.0,51.0,6.0,20.0,30.0,14.0,10.0,3.0,10.0,11.0,28.0,12.0,9.0,3.0,-1.0,-1.0,-22.0,3.0,0.0,-1.0,,Low,168,2025-04-08,10,29,No,No,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0254,Training Services,Engineering,David Wilson,Team D,455775.75,130188.53,93222.49,105483.17,126881.55,RFQ,Approved,Supplier-119,C+,82.6,2025-03-03,CFO,No,2025-04-19,2025-03-08,89,Project note for PR-2025-0254,8.0,6.0,17.0,8.0,3.0,7.0,8.0,8.0,6.0,17.0,8.0,3.0,7.0,49.0,11.0,6.0,14.0,10.0,8.0,10.0,59.0,11.0,17.0,34.0,12.0,11.0,10.0,5.0,12.0,25.0,12.0,10.0,10.0,6.0,-6.0,-11.0,-2.0,-2.0,0.0,,High,68,2025-04-16,28,35,Yes,Yes,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0266,Professional Services,Operations,William Garcia,Team E,472802.4,74651.02,82960.14,103876.55,211314.7,Spot Buy,Cancelled,Supplier-170,A+,46.2,2025-03-04,CEO,Yes,2025-06-01,2025-03-08,114,Project note for PR-2025-0266,6.0,8.0,19.0,7.0,9.0,4.0,6.0,6.0,8.0,19.0,7.0,9.0,4.0,53.0,7.0,8.0,25.0,5.0,9.0,6.0,60.0,6.0,20.0,27.0,7.0,12.0,6.0,11.0,7.0,29.0,14.0,11.0,6.0,-4.0,1.0,-4.0,-9.0,-2.0,0.0,,Critical,82,2025-05-06,17,38,Yes,Yes,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0276,Facility Maintenance,Legal,Jennifer Martinez,Team D,420586.06,97956.66,109455.51,110873.69,102300.19,Framework Agreement,On Hold,Supplier-522,A+,34.9,2025-03-06,CEO,Yes,2025-05-12,2025-03-13,110,Project note for PR-2025-0276,9.0,9.0,21.0,9.0,9.0,4.0,9.0,9.0,9.0,21.0,9.0,9.0,4.0,61.0,12.0,9.0,26.0,12.0,8.0,4.0,71.0,10.0,20.0,22.0,15.0,7.0,4.0,12.0,15.0,25.0,8.0,8.0,8.0,0.0,-6.0,1.0,4.0,0.0,-4.0,,Critical,171,2025-04-06,19,28,Yes,No,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0280,Cloud Services Subscription,IT,William Garcia,Team A,167071.0,42681.21,44276.72,42834.52,37278.55,RFQ,Pending,Supplier-503,B,80.6,2025-03-03,CEO,No,2025-04-20,2025-03-09,47,Project note for PR-2025-0280,10.0,8.0,19.0,15.0,9.0,5.0,10.0,10.0,8.0,19.0,15.0,9.0,5.0,66.0,14.0,11.0,16.0,20.0,7.0,7.0,75.0,6.0,12.0,32.0,14.0,11.0,7.0,12.0,19.0,24.0,17.0,5.0,3.0,2.0,-8.0,-8.0,3.0,2.0,4.0,,Low,78,2025-03-24,14,38,Yes,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0282,Security Systems,Operations,Sarah Johnson,Team F,203779.55,58933.12,48871.56,57586.59,38388.28,RFQ,Completed,Supplier-328,B,25.6,2025-03-02,VP Operations,No,2025-04-08,2025-03-05,92,Project note for PR-2025-0282,4.0,7.0,27.0,10.0,5.0,7.0,4.0,4.0,7.0,27.0,10.0,5.0,7.0,60.0,6.0,14.0,34.0,12.0,7.0,8.0,81.0,9.0,8.0,18.0,13.0,8.0,4.0,12.0,10.0,19.0,15.0,5.0,10.0,-6.0,4.0,15.0,-3.0,2.0,-2.0,,Medium,152,2025-03-21,8,27,Yes,No,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0284,Office Supplies,Marketing,Michael Brown,Team A,12891.79,1942.59,2084.39,2932.95,5931.86,Tender,On Hold,Supplier-680,C,29.6,2025-03-03,VP Operations,Yes,2025-05-20,2025-03-04,102,Project note for PR-2025-0284,4.0,5.0,30.0,12.0,9.0,4.0,4.0,4.0,5.0,30.0,12.0,9.0,4.0,64.0,8.0,9.0,32.0,17.0,11.0,5.0,82.0,12.0,14.0,19.0,14.0,10.0,6.0,7.0,11.0,35.0,18.0,7.0,9.0,1.0,-2.0,-3.0,-1.0,4.0,-4.0,,Medium,95,2025-03-24,16,43,Yes,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0306,Consulting Services,Marketing,Mary Rodriguez,Team D,388729.88,61415.32,79875.39,80143.15,167296.0,Spot Buy,Approved,Supplier-765,A,84.5,2025-03-04,VP Operations,Yes,2025-04-22,2025-03-13,107,Project note for PR-2025-0306,8.0,9.0,25.0,13.0,10.0,5.0,8.0,8.0,9.0,25.0,13.0,10.0,5.0,70.0,8.0,13.0,30.0,12.0,15.0,6.0,84.0,6.0,11.0,35.0,11.0,9.0,7.0,8.0,12.0,25.0,10.0,8.0,8.0,0.0,1.0,5.0,2.0,7.0,-2.0,,Medium,108,2025-04-04,15,36,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0340,Facility Maintenance,Marketing,William Garcia,Team F,392319.2,85730.32,77477.21,126549.12,102562.55,Framework Agreement,Under Review,Supplier-663,C+,78.9,2025-03-06,Director Procurement,No,2025-04-13,2025-03-13,35,Project note for PR-2025-0340,6.0,8.0,30.0,10.0,4.0,2.0,6.0,6.0,8.0,30.0,10.0,4.0,2.0,60.0,5.0,15.0,36.0,15.0,2.0,5.0,78.0,5.0,15.0,26.0,16.0,6.0,7.0,9.0,16.0,20.0,7.0,12.0,7.0,-4.0,-1.0,16.0,8.0,-10.0,-2.0,,None,179,2025-04-02,17,44,No,No,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0352,Security Systems,R&D,Michael Brown,Team C,419106.94,126382.94,63429.87,93124.44,136169.7,Framework Agreement,In Progress,Supplier-340,A+,87.6,2025-03-06,Director Procurement,No,2025-05-10,2025-03-12,81,Project note for PR-2025-0352,5.0,7.0,20.0,13.0,9.0,5.0,5.0,5.0,7.0,20.0,13.0,9.0,5.0,59.0,3.0,9.0,28.0,18.0,14.0,6.0,78.0,9.0,20.0,20.0,9.0,12.0,8.0,10.0,18.0,23.0,15.0,10.0,9.0,-7.0,-9.0,5.0,3.0,4.0,-3.0,,Low,123,2025-05-11,15,45,No,Yes,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0354,Office Supplies,Operations,Lisa Anderson,Team D,404638.53,74686.07,104669.04,126761.6,98521.82,Tender,Pending,Supplier-854,B+,30.7,2025-03-02,Director Procurement,No,2025-04-09,2025-03-06,107,Project note for PR-2025-0354,5.0,15.0,10.0,15.0,7.0,6.0,5.0,5.0,15.0,10.0,15.0,7.0,6.0,58.0,4.0,12.0,17.0,13.0,6.0,9.0,61.0,8.0,13.0,23.0,14.0,7.0,6.0,12.0,12.0,15.0,15.0,7.0,10.0,-8.0,0.0,2.0,-2.0,-1.0,-1.0,,High,133,2025-04-18,27,22,No,Yes,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0410,Security Systems,Sales,Michael Brown,Team B,70199.31,23178.46,21527.51,15657.26,9836.08,Spot Buy,Under Review,Supplier-935,A,20.9,2025-03-05,COO,Yes,2025-04-13,2025-03-13,108,Project note for PR-2025-0410,8.0,10.0,17.0,5.0,5.0,4.0,8.0,8.0,10.0,17.0,5.0,5.0,4.0,49.0,11.0,10.0,13.0,4.0,5.0,4.0,47.0,9.0,20.0,30.0,9.0,8.0,3.0,8.0,11.0,19.0,7.0,7.0,7.0,3.0,-1.0,-6.0,-3.0,-2.0,-3.0,,Low,147,2025-03-27,30,38,Yes,Yes,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2025,Q1,March,2025-Q1,2025-03-01,PR-2025-0448,Equipment Purchase,R&D,William Garcia,Team A,136601.55,36386.13,28273.66,47214.49,24727.27,Framework Agreement,On Hold,Supplier-577,A,85.7,2025-03-04,CEO,Yes,2025-05-28,2025-03-10,31,Project note for PR-2025-0448,4.0,6.0,16.0,12.0,8.0,3.0,4.0,4.0,6.0,16.0,12.0,8.0,3.0,49.0,7.0,11.0,16.0,11.0,6.0,5.0,56.0,7.0,15.0,31.0,17.0,12.0,3.0,12.0,9.0,29.0,16.0,5.0,6.0,-5.0,2.0,-13.0,-5.0,1.0,-1.0,,None,149,2025-03-27,18,23,No,Yes,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2025,Q2,April,2025-Q2,2025-04-01,PR-2025-0006,Professional Services,Finance,John Smith,Team D,370511.22,60093.78,78815.5,59292.34,172309.6,Framework Agreement,Cancelled,Supplier-588,A+,60.2,2025-04-06,CFO,Yes,2025-05-16,2025-04-07,95,Project note for PR-2025-0006,4.0,7.0,12.0,14.0,4.0,7.0,4.0,4.0,7.0,12.0,14.0,4.0,7.0,48.0,5.0,10.0,10.0,15.0,2.0,10.0,52.0,6.0,13.0,33.0,16.0,10.0,7.0,8.0,17.0,25.0,10.0,9.0,9.0,-3.0,-7.0,-15.0,5.0,-7.0,1.0,,High,63,2025-05-29,25,29,No,No,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
